question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes,audio_file,force_text_options
SS-CALLRESPONSE-S,STR-CALLRESPONSE,Popular & EDM,named-sections,Securing,3,Foundation,short_answer,1,No,call and response,,named_section,"a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group.",,call and response,call and response|call-and-response|call & response,1 mark for the correct term: call and response.,"Call and response: a leading phrase (the call) answered by a responding phrase, often leader-to-group.",imitation|unison,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-DEVICE,structure-spotter | popular | securing,dropped,,,
SS-CALLRESPONSE-M,STR-CALLRESPONSE,Popular & EDM,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,call and response,,named_section,"a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Call and response appears across many genres and traditions. Name TWO different genres or musical traditions where call and response is a typical feature.,,"Any two of: gospel/spirituals, blues, jazz, work songs, many African and African-American musical traditions, some popular/soul music (e.g. lead singer and backing vocalists).",gospel|blues|jazz|work songs|soul music|African music,1 mark for each valid genre/tradition named (max 2) where call and response is a recognised feature.,"Call and response runs through an enormous range of music — from African and African-American traditions (work songs, gospel, blues) through to jazz solos trading phrases and pop's lead-vocal-and-backing-vocal exchanges.",imitation|unison,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-DEVICE,structure-spotter | popular | mastering,dropped,,,
SS-POPINTRO-F,STR-POPINTRO,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,intro,,named_section,"the opening section of a popular song, before the first verse, that establishes the mood, key and tempo",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘intro’ mean in musical structure?,"the opening section of a popular song, before the first verse, that establishes the mood, key and tempo | the most memorable, repeated section of a popular song, usually carrying its main hook | a contrasting section, often appearing once, that provides variety before the final chorus | the closing section that winds a popular song down","the opening section of a popular song, before the first verse, that establishes the mood, key and tempo","the opening section of a popular song, before the first verse, that establishes the mood, key and tempo","the opening section of a popular song, before the first verse, that establishes the mood, key and tempo. (1)","Correct — the intro is a popular song's opening section, before the first verse, establishing its mood, key and tempo.",outro|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,dropped,,,
SS-POPINTRO-D,STR-POPINTRO,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,intro,,named_section,"the opening section of a popular song, before the first verse, that establishes the mood, key and tempo",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the opening section of a popular song, before the first verse, that establishes the mood, key and tempo?",Intro | Chorus | Bridge | Outro,intro,intro,intro. (1),"Correct — a popular song's opening section, before the first verse, is its intro.",outro|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,dropped,,,
SS-POPINTRO-S,STR-POPINTRO,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,intro,,named_section,"the opening section of a popular song, before the first verse, that establishes the mood, key and tempo",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the opening section of a popular song, before the first verse, that establishes the mood, key and tempo.",,intro,intro|introduction,1 mark for the correct term: intro.,"Intro: a popular song's opening section, before the first verse.",outro|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,dropped,,,
SS-POPINTRO-M,STR-POPINTRO,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,intro,,named_section,"the opening section of a popular song, before the first verse, that establishes the mood, key and tempo",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe TWO musical purposes an intro can serve at the start of a popular song.,,"Any two of: establishes the key/tonality, sets the tempo, introduces the main riff/hook, sets the mood/genre, builds anticipation for the first verse.",establishes key|sets tempo|introduces the hook|builds anticipation,"1 mark for each valid purpose named (max 2): establishing key/tempo/mood, introducing a hook/riff, or building anticipation.",A strong intro often does several jobs at once — setting the tempo and mood while also planting a hook (riff or instrumental idea) the listener will recognise later in the song.,outro|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-VERSE-F,STR-VERSE,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,verse,,named_section,"a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘verse’ mean in musical structure?,"a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs | the most memorable, repeated section of a song, usually carrying its main hook, with the same words each time | a contrasting section providing variety before the final chorus | the opening section before the first verse","a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs","a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs","a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs. (1)","Correct — a verse carries the song's developing story/lyrics; the melody usually stays similar each time, but the words change.",chorus|strophic,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,dropped,,,
SS-VERSE-D,STR-VERSE,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,verse,,named_section,"a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs?",Verse | Chorus | Bridge | Intro,verse,verse,verse. (1),"Correct — the section with changing lyrics over a repeating melody, carrying the story, is the verse.",chorus|strophic,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,dropped,,,
SS-VERSE-S,STR-VERSE,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,verse,,named_section,"a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs.",,verse,verse|verses,1 mark for the correct term: verse.,"Verse: carries the developing lyrics/narrative, with new words set to a repeating melody each time it returns.",chorus|strophic,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,dropped,,,
SS-VERSE-M,STR-VERSE,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,verse,,named_section,"a section of a popular song that carries the developing narrative/lyrics, usually with the same melody but different words each time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain the main difference in purpose between a verse and a chorus in a popular song.,,"The verse develops the story/lyrics, with new words each time over a similar melody; the chorus usually repeats the same words and melody each time, carrying the song's main hook/message, and is typically more memorable/catchy.",verse tells the story|chorus repeats the same hook|chorus is more memorable,"1 mark for correctly describing the verse's role (narrative development, changing lyrics); 1 mark for correctly contrasting it with the chorus (repeated lyrics/melody, main hook).","Verses move the story forward with new words each time; choruses stay the same every time, which is exactly what makes them so memorable/singable.",chorus|strophic,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-CHORUS-F,STR-CHORUS,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,chorus,,named_section,"the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘chorus’ mean in musical structure?,"the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs | a section that develops the story, usually with new lyrics each time over a repeating melody | a contrasting section, often appearing once, that provides variety before the final chorus | the closing section that winds a song down","the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs","the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs","the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs. (1)","Correct — the chorus is a popular song's most repeated, memorable section, carrying the main hook, with the same words and melody every time.",verse|bridge,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-CHORUS.mp3,
SS-CHORUS-D,STR-CHORUS,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,chorus,,named_section,"the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs?",Chorus | Verse | Bridge | Outro,chorus,chorus,chorus. (1),"Correct — the repeated section with the same words/melody each time, carrying the main hook, is the chorus.",verse|bridge,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-CHORUS.mp3,
SS-CHORUS-S,STR-CHORUS,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,chorus,,named_section,"the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs.",,chorus,chorus|choruses|hook,1 mark for the correct term: chorus.,"Chorus: the song's most repeated, memorable section, with the same lyrics and melody each time it recurs.",verse|bridge,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-CHORUS.mp3,
SS-CHORUS-M,STR-CHORUS,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,chorus,,named_section,"the most memorable, repeated section of a popular song, usually carrying its main hook, with the same words and melody every time it recurs",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain why the chorus is often the most memorable part of a popular song, referring to how it is used across the structure.",,"It repeats with identical (or near-identical) lyrics and melody every time it appears, and typically appears more often than any other section — this repetition, plus often being the loudest/fullest-textured section, makes it stick in the listener's memory.",repeats identically|appears most often|fullest texture/loudest section,1 mark for identifying the chorus's exact repetition (same words/melody each time); 1 mark for a valid reason this repetition (and/or frequency of appearance) makes it memorable.,"Repetition is powerful — a chorus that returns unchanged several times across a song, often with the fullest texture, is designed to lodge in the listener's memory more than any other section.",verse|bridge,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-BRIDGE-F,STR-BRIDGE,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,bridge (middle eight),,named_section,"a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘bridge (middle eight)’ mean in musical structure?,"a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus | the most memorable, repeated section carrying the song's main hook | a section that develops the story with new lyrics over a repeating melody | the opening section before the first verse","a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus","a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus","a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus. (1)","Correct — the bridge (or 'middle eight') is a contrasting section, usually heard only once, that provides variety before the final chorus — often with new harmony, melody or lyrical perspective.",chorus|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,dropped,,,
SS-BRIDGE-D,STR-BRIDGE,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,bridge (middle eight),,named_section,"a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus?",Bridge | Chorus | Verse | Intro,bridge (middle eight),bridge (middle eight),bridge (middle eight). (1),Correct — a once-off contrasting section providing variety before the final chorus is the bridge (middle eight).,chorus|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,dropped,,,
SS-BRIDGE-S,STR-BRIDGE,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,bridge (middle eight),,named_section,"a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus.",,bridge,bridge|middle eight|middle 8,1 mark for the correct term: bridge.,"Bridge (middle eight): a contrasting section, usually appearing once, providing variety before the final chorus.",chorus|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,dropped,,,
SS-BRIDGE-M,STR-BRIDGE,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,bridge (middle eight),,named_section,"a contrasting section, usually appearing once, that provides variety (often a change of harmony, melody or lyric perspective) before the final chorus",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain what musical and lyrical role a bridge typically plays in a popular song, and why it is usually placed shortly before the final chorus.",,"Musically it often contrasts with the verse/chorus (different chords, melody or key); lyrically it can offer a new perspective on the song's theme. It's placed before the final chorus to provide contrast/renewed interest so the returning chorus feels fresh rather than repetitive.",provides contrast|new lyrical perspective|refreshes interest before the final chorus,1 mark for describing the bridge's musical/lyrical contrast function; 1 mark for explaining why this placement (just before the final chorus) renews the listener's interest.,"A well-placed bridge resets the listener's ear just before the final chorus returns, so that familiar hook lands with fresh impact rather than feeling like simple repetition.",chorus|verse,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-OUTRO-F,STR-OUTRO,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,outro,,named_section,"the closing section of a popular song, winding the music down (or fading out) after the main structure is complete",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘outro’ mean in musical structure?,"the closing section of a popular song, winding the music down (or fading out) after the main structure is complete | the opening section, before the first verse, establishing mood and tempo | the most memorable, repeated section carrying the song's main hook | a contrasting section providing variety before the final chorus","the closing section of a popular song, winding the music down (or fading out) after the main structure is complete","the closing section of a popular song, winding the music down (or fading out) after the main structure is complete","the closing section of a popular song, winding the music down (or fading out) after the main structure is complete. (1)","Correct — the outro is a popular song's closing section, winding the music down (sometimes fading out) after the main structure is finished.",intro|coda,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,dropped,,,
SS-OUTRO-D,STR-OUTRO,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,outro,,named_section,"the closing section of a popular song, winding the music down (or fading out) after the main structure is complete",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the closing section of a popular song, winding the music down (or fading out) after the main structure is complete?",Outro | Intro | Chorus | Bridge,outro,outro,outro. (1),"Correct — a popular song's closing, winding-down section is its outro.",intro|coda,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,dropped,,,
SS-OUTRO-S,STR-OUTRO,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,outro,,named_section,"the closing section of a popular song, winding the music down (or fading out) after the main structure is complete",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the closing section of a popular song, winding the music down (or fading out) after the main structure is complete.",,outro,outro|outros,1 mark for the correct term: outro.,"Outro: a popular song's closing section, after the main structure is complete.",intro|coda,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,dropped,,,
SS-OUTRO-M,STR-OUTRO,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,outro,,named_section,"the closing section of a popular song, winding the music down (or fading out) after the main structure is complete",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe TWO different ways a popular song's outro might bring the track to an end.,,"Any two of: a fade-out (gradually reducing volume), a definite final chord/cadence, a repeat-and-fade of the chorus hook, a stripped-back/simplified texture, an instrumental tag based on earlier material.",fade out|definite final chord|repeated chorus fading|stripped-back texture,"1 mark for each valid outro technique named (max 2): fade-out, definite cadence/final chord, repeating/fading the chorus, or a simplified instrumental tag.","Outros can end decisively (a strong final chord) or dissolve gradually (a fade-out on the chorus hook) — both are common, genre-dependent choices.",intro|coda,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-BREAKDOWN-F,STR-BREAKDOWN,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,breakdown,,named_section,"a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘breakdown’ mean in musical structure?,"a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops | the section of rising tension immediately before a drop | the climactic, full-texture release section of an EDM track | the opening section of an EDM track, establishing the groove","a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops","a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops","a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops. (1)","Correct — the breakdown strips an EDM track's texture right back (often losing the beat/bass entirely), giving contrast between the high-energy drops, similar to a bridge in a pop song.",build up|drop,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-BREAKDOWN.mp3,
SS-BREAKDOWN-D,STR-BREAKDOWN,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,breakdown,,named_section,"a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops?",Breakdown | Build | Drop | Intro,breakdown,breakdown,breakdown. (1),"Correct — a stripped-back section, often without beat/bass, contrasting with the drops, is the breakdown.",build up|drop,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-BREAKDOWN.mp3,
SS-BREAKDOWN-S,STR-BREAKDOWN,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,breakdown,,named_section,"a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops.",,breakdown,breakdown|break down,1 mark for the correct term: breakdown.,"Breakdown: an EDM track's stripped-back contrast section, similar in role to a pop song's bridge.",build up|drop,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-BREAKDOWN.mp3,
SS-BREAKDOWN-M,STR-BREAKDOWN,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,breakdown,,named_section,"a section in an EDM track (similar in role to a bridge) that strips back the texture, dropping the beat/bass, providing contrast between drops",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain the breakdown's structural function in an EDM track, comparing it to the role a bridge plays in a popular song.",,"Both provide contrast partway through the track/song, giving the listener a break from the main repeated material (drop/chorus) before it returns; the breakdown specifically strips back texture (often removing beat/bass) rather than necessarily changing harmony as a pop bridge might.",provides contrast before the material returns|strips back texture|equivalent structural role to a bridge,1 mark for correctly describing the breakdown's stripped-back texture/contrast function; 1 mark for a valid structural comparison to the bridge's similar role (contrast before a return of the main hook/drop).,"Structurally, the breakdown does for an EDM track what the bridge does for a pop song — it creates space and contrast so the next drop (or chorus) feels renewed.",build up|drop,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-BUILDUP-F,STR-BUILDUP,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,build up,,named_section,"a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘build up’ mean in musical structure?,"a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop | the climactic, full-texture release section immediately after the build | a stripped-back contrast section between drops | the closing section of an EDM track","a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop","a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop","a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop. (1)","Correct — the build up gradually increases tension and energy (rising pitch, filter sweeps, thinning texture) leading directly into the drop.",drop|breakdown,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-BUILDUP.mp3,
SS-BUILDUP-D,STR-BUILDUP,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,build up,,named_section,"a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop?",Build up | Drop | Breakdown | Outro,build up,build up,build up. (1),Correct — a section that gradually increases tension and energy before a drop is the build up.,drop|breakdown,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-BUILDUP.mp3,
SS-BUILDUP-S,STR-BUILDUP,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,build up,,named_section,"a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop.",,build up,build up|build-up|buildup,1 mark for the correct term: build up.,"Build up: an EDM section that gradually increases tension/energy, leading into a drop.",drop|breakdown,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-BUILDUP.mp3,
SS-BUILDUP-M,STR-BUILDUP,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,build up,,named_section,"a section in an EDM track that gradually increases tension and energy (e.g. rising pitch, filter sweeps, thinning texture) leading into a drop",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe TWO specific production/musical techniques commonly used to build tension during a build up section.,,"Any two of: rising pitch (e.g. a rising synth sweep), filter sweeps (opening a low-pass filter), removing the bass/kick drum, increasing rhythmic density (e.g. faster hi-hats/snare rolls), rising dynamics/volume.",rising pitch|filter sweep|removing the bass|snare roll|rising dynamics,"1 mark for each valid tension-building technique named (max 2): rising pitch/sweep, filter opening, removing bass/kick, increasing rhythmic density, or rising dynamics.","Build ups combine several tricks at once — rising pitch sweeps, opening filters, and stripping the low end — all designed to make the drop's return of the full beat feel like a release.",drop|breakdown,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-DROP-F,STR-DROP,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,drop,,named_section,"the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘drop’ mean in musical structure?,"the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up | the section that gradually increases tension before the climax | a stripped-back contrast section between drops | the opening section establishing the groove","the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up","the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up","the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up. (1)","Correct — the drop is the climactic release point where the full beat, bass and main hook return at once, after the tension of the build up.",build up|chorus,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-DROP.mp3,
