clip_id,type,level,composer,period,work,movement,audio_path,prompt,correct_answer,options,has_option_override,status
CLIP-0024FF2C50EC,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II192.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-NEWCC021,composer,Mastering,Ludwig van Beethoven,Classical,"Coriolan Overture, Op. 62",(single movement),/era-explorer/audio/CC021.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC022,composer,Securing,Ludwig van Beethoven,Classical,"Egmont Overture, Op. 84",(single movement),/era-explorer/audio/CC022.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC023,composer,Securing,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68",I. Un poco sostenuto – Allegro,/era-explorer/audio/CC023.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC023,period,Developing,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68",I. Un poco sostenuto – Allegro,/era-explorer/audio/CC023.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC025,composer,Securing,Felix Mendelssohn,Romantic,"The Hebrides Overture (Fingal's Cave), Op. 26",(single movement),/era-explorer/audio/CC025.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Carl Philipp Emanuel Bach | Wolfgang Amadeus Mozart | Joseph Haydn,yes,Currently live in Context Coach
CLIP-NEWCC025,period,Developing,Felix Mendelssohn,Romantic,"The Hebrides Overture (Fingal's Cave), Op. 26",(single movement),/era-explorer/audio/CC025.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC026,composer,Mastering,Nikolai Rimsky-Korsakov,Romantic,"Russian Easter Festival Overture, Op. 36",(single movement),/era-explorer/audio/CC026.mp3,Who composed this extract?,Nikolai Rimsky-Korsakov,Nikolai Rimsky-Korsakov | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC026,period,Securing,Nikolai Rimsky-Korsakov,Romantic,"Russian Easter Festival Overture, Op. 36",(single movement),/era-explorer/audio/CC026.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC027,composer,Securing,Felix Mendelssohn,Romantic,"String Quartet No. 6 in F minor, Op. 80",I. Allegro vivace assai,/era-explorer/audio/CC027.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC027,period,Developing,Felix Mendelssohn,Romantic,"String Quartet No. 6 in F minor, Op. 80",I. Allegro vivace assai,/era-explorer/audio/CC027.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC028,composer,Mastering,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68",II. Andante sostenuto,/era-explorer/audio/CC028.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC028,period,Securing,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68",II. Andante sostenuto,/era-explorer/audio/CC028.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC029,composer,Mastering,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68","IV. Adagio – Più andante – Allegro non troppo, ma con brio",/era-explorer/audio/CC029.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC029,period,Developing,Johannes Brahms,Romantic,"Symphony No. 1 in C minor, Op. 68","IV. Adagio – Più andante – Allegro non troppo, ma con brio",/era-explorer/audio/CC029.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC031,composer,Securing,Johannes Brahms,Romantic,"Symphony No. 3 in F major, Op. 90",I. Allegro con brio,/era-explorer/audio/CC031.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC031,period,Developing,Johannes Brahms,Romantic,"Symphony No. 3 in F major, Op. 90",I. Allegro con brio,/era-explorer/audio/CC031.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC032,composer,Mastering,Johannes Brahms,Romantic,"Symphony No. 3 in F major, Op. 90",III. Poco allegretto,/era-explorer/audio/CC032.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC032,period,Developing,Johannes Brahms,Romantic,"Symphony No. 3 in F major, Op. 90",III. Poco allegretto,/era-explorer/audio/CC032.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC033,composer,Securing,Johannes Brahms,Romantic,"Tragic Overture, Op. 81",(single movement),/era-explorer/audio/CC033.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC033,period,Developing,Johannes Brahms,Romantic,"Tragic Overture, Op. 81",(single movement),/era-explorer/audio/CC033.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC035,composer,Mastering,Alexander Borodin,Romantic,String Quartet No. 1 in A major,II. Andante con moto,/era-explorer/audio/CC035.mp3,Who composed this extract?,Alexander Borodin,Alexander Borodin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC035,period,Securing,Alexander Borodin,Romantic,String Quartet No. 1 in A major,II. Andante con moto,/era-explorer/audio/CC035.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC036,composer,Securing,Alexander Borodin,Romantic,String Quartet No. 2 in D major,I. Allegro moderato,/era-explorer/audio/CC036.mp3,Who composed this extract?,Alexander Borodin,Alexander Borodin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC036,period,Developing,Alexander Borodin,Romantic,String Quartet No. 2 in D major,I. Allegro moderato,/era-explorer/audio/CC036.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC037,composer,Mastering,Alexander Borodin,Romantic,String Quartet No. 2 in D major,"III. Nocturne, Andante",/era-explorer/audio/CC037.mp3,Who composed this extract?,Alexander Borodin,Alexander Borodin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC037,period,Securing,Alexander Borodin,Romantic,String Quartet No. 2 in D major,"III. Nocturne, Andante",/era-explorer/audio/CC037.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC038,composer,Mastering,Antonín Dvořák,Romantic,"String Quartet No. 10 in E-flat major, Op. 51",I. Allegro ma non troppo,/era-explorer/audio/CC038.mp3,Who composed this extract?,Antonín Dvořák,Antonín Dvořák | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC038,period,Securing,Antonín Dvořák,Romantic,"String Quartet No. 10 in E-flat major, Op. 51",I. Allegro ma non troppo,/era-explorer/audio/CC038.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC039,composer,Mastering,Antonín Dvořák,Romantic,"String Quartet No. 10 in E-flat major, Op. 51",III. Romanza,/era-explorer/audio/CC039.mp3,Who composed this extract?,Antonín Dvořák,Antonín Dvořák | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC039,period,Securing,Antonín Dvořák,Romantic,"String Quartet No. 10 in E-flat major, Op. 51",III. Romanza,/era-explorer/audio/CC039.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC040,composer,Mastering,Antonín Dvořák,Romantic,"String Quartet No. 10 in E-flat major, Op. 51","IV. Finale, Allegro assai",/era-explorer/audio/CC040.mp3,Who composed this extract?,Antonín Dvořák,Antonín Dvořák | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC041,composer,Securing,Felix Mendelssohn,Romantic,"Symphony No. 3 in A minor 'Scottish', Op. 56",I. Andante con moto,/era-explorer/audio/CC041.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC041,period,Developing,Felix Mendelssohn,Romantic,"Symphony No. 3 in A minor 'Scottish', Op. 56",I. Andante con moto,/era-explorer/audio/CC041.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC042,composer,Mastering,Felix Mendelssohn,Romantic,"Symphony No. 3 in A minor 'Scottish', Op. 56",III. Adagio,/era-explorer/audio/CC042.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC042,period,Securing,Felix Mendelssohn,Romantic,"Symphony No. 3 in A minor 'Scottish', Op. 56",III. Adagio,/era-explorer/audio/CC042.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC044,composer,Mastering,Felix Mendelssohn,Romantic,"String Quartet No. 6 in F minor, Op. 80",IV. Fuga,/era-explorer/audio/CC044.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-NEWCC044,period,Securing,Felix Mendelssohn,Romantic,"String Quartet No. 6 in F minor, Op. 80",IV. Fuga,/era-explorer/audio/CC044.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
