question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes
ML-ORN-TURN-D,ORN-TURN,Ornamentation,ornaments,Developing,2,Securing,multiple_choice_reverse,1,Yes,turn,turn symbol,ornament,an ornament that circles around the written note using the note above and the note below,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: an ornament that circles around the written note using the note above and the note below?,turn | trill | mordent | appoggiatura,turn,turn,1 mark for the correct term or marking.,The correct answer is turn (turn symbol).,trill|mordent,assets/symbols/ornaments/turn.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | developing,locked_until_level,
ML-ORN-TURN-S,ORN-TURN,Ornamentation,ornaments,Securing,3,Securing,short_answer,1,No,turn,turn symbol,ornament,an ornament that circles around the written note using the note above and the note below,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: an ornament that circles around the written note using the note above and the note below.,,turn,turn,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: turn.,trill|mordent,assets/symbols/ornaments/turn.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | securing,active,
ML-ORN-TURN-M,ORN-TURN,Ornamentation,ornaments,Mastering,4,Securing,exam_style_short_answer,2,No,turn,turn symbol,ornament,an ornament that circles around the written note using the note above and the note below,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the ornament in the score. Name it and describe what the performer should do.,,turn: an ornament that circles around the written note using the note above and the note below,turn,1 mark for identifying turn; 1 mark for a valid description of its effect: an ornament that circles around the written note using the note above and the note below.,"For full marks, name the marking and explain its musical effect. Turn: an ornament that circles around the written note using the note above and the note below.",trill|mordent,assets/symbols/ornaments/turn.svg,asset,Yes,Show the turn symbol or grace-note notation above/before a written note.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ORN-APPOG-F,ORN-APPOG,Ornamentation,ornaments,Foundation,1,Securing,multiple_choice,1,Yes,appoggiatura,grace note without a slash,ornament,an expressive grace note that leans on the main note and takes some of its value,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does grace note without a slash mean?,an expressive grace note that leans on the main note and takes some of its value | a very quick crushed grace note played immediately before the main note | a rapid ornament moving to a neighbouring note and back | rapid alternation between the written note and the note above,an expressive grace note that leans on the main note and takes some of its value,appoggiatura,1 mark for the correct meaning.,Appoggiatura means an expressive grace note that leans on the main note and takes some of its value.,acciaccatura|mordent,assets/symbols/ornaments/appoggiatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | foundation,locked_until_level,
ML-ORN-APPOG-D,ORN-APPOG,Ornamentation,ornaments,Developing,2,Securing,multiple_choice_reverse,1,Yes,appoggiatura,grace note without a slash,ornament,an expressive grace note that leans on the main note and takes some of its value,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: an expressive grace note that leans on the main note and takes some of its value?,appoggiatura | acciaccatura | mordent | trill,appoggiatura,appoggiatura,1 mark for the correct term or marking.,The correct answer is appoggiatura (grace note without a slash).,acciaccatura|mordent,assets/symbols/ornaments/appoggiatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | developing,locked_until_level,
ML-ORN-APPOG-S,ORN-APPOG,Ornamentation,ornaments,Securing,3,Securing,short_answer,1,No,appoggiatura,grace note without a slash,ornament,an expressive grace note that leans on the main note and takes some of its value,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: an expressive grace note that leans on the main note and takes some of its value.,,appoggiatura,appoggiatura,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: appoggiatura.,acciaccatura|mordent,assets/symbols/ornaments/appoggiatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | securing,active,
ML-ORN-APPOG-M,ORN-APPOG,Ornamentation,ornaments,Mastering,4,Securing,exam_style_short_answer,2,No,appoggiatura,grace note without a slash,ornament,an expressive grace note that leans on the main note and takes some of its value,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the ornament in the score. Name it and describe what the performer should do.,,appoggiatura: an expressive grace note that leans on the main note and takes some of its value,appoggiatura,1 mark for identifying appoggiatura; 1 mark for a valid description of its effect: an expressive grace note that leans on the main note and takes some of its value.,"For full marks, name the marking and explain its musical effect. Appoggiatura: an expressive grace note that leans on the main note and takes some of its value.",acciaccatura|mordent,assets/symbols/ornaments/appoggiatura.svg,asset,Yes,Show the appoggiatura symbol or grace-note notation above/before a written note.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ORN-ACCIA-F,ORN-ACCIA,Ornamentation,ornaments,Foundation,1,Securing,multiple_choice,1,Yes,acciaccatura,small grace note with a slash,ornament,a very quick crushed grace note played immediately before the main note,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does small grace note with a slash mean?,a very quick crushed grace note played immediately before the main note | an expressive grace note that leans on the main note and takes some of its value | a rapid ornament moving to a neighbouring note and back | rapid alternation between the written note and the note above,a very quick crushed grace note played immediately before the main note,acciaccatura|grace note with slash|crushed note,1 mark for the correct meaning.,Acciaccatura means a very quick crushed grace note played immediately before the main note.,appoggiatura|mordent,assets/symbols/ornaments/acciaccatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | foundation,locked_until_level,
ML-ORN-ACCIA-D,ORN-ACCIA,Ornamentation,ornaments,Developing,2,Securing,multiple_choice_reverse,1,Yes,acciaccatura,small grace note with a slash,ornament,a very quick crushed grace note played immediately before the main note,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: a very quick crushed grace note played immediately before the main note?,acciaccatura | appoggiatura | mordent | trill,acciaccatura,acciaccatura|grace note with slash|crushed note,1 mark for the correct term or marking.,The correct answer is acciaccatura (small grace note with a slash).,appoggiatura|mordent,assets/symbols/ornaments/acciaccatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | developing,locked_until_level,
ML-ORN-ACCIA-S,ORN-ACCIA,Ornamentation,ornaments,Securing,3,Securing,short_answer,1,No,acciaccatura,small grace note with a slash,ornament,a very quick crushed grace note played immediately before the main note,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: a very quick crushed grace note played immediately before the main note.,,acciaccatura,acciaccatura|grace note with slash|crushed note,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: acciaccatura.,appoggiatura|mordent,assets/symbols/ornaments/acciaccatura.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | securing,active,
ML-ORN-ACCIA-M,ORN-ACCIA,Ornamentation,ornaments,Mastering,4,Securing,exam_style_short_answer,2,No,acciaccatura,small grace note with a slash,ornament,a very quick crushed grace note played immediately before the main note,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the ornament in the score. Name it and describe what the performer should do.,,acciaccatura: a very quick crushed grace note played immediately before the main note,acciaccatura|grace note with slash|crushed note,1 mark for identifying acciaccatura; 1 mark for a valid description of its effect: a very quick crushed grace note played immediately before the main note.,"For full marks, name the marking and explain its musical effect. Acciaccatura: a very quick crushed grace note played immediately before the main note.",appoggiatura|mordent,assets/symbols/ornaments/acciaccatura.svg,asset,Yes,Show the acciaccatura symbol or grace-note notation above/before a written note.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | mastering,active,Mastering rows require score/symbol assets before production.
